epochs,batch_size,init_lr,lr_red,model_depth,loss,kernel_size,auc
15.0,64.0,0.001,no,9.0,wbce,"(20, 10, 5)",0.8666397465006174
15.0,64.0,0.001,no,9.0,wbce,"(40, 20, 10)",0.8430772657381156
15.0,64.0,0.001,no,9.0,wbce,"(60, 30, 15)",0.8449230035580557
15.0,64.0,0.001,no,12.0,bce,"(20, 10, 5)",0.8525445459474087
15.0,64.0,0.001,no,12.0,bce,"(40, 20, 10)",0.8275962196047351
15.0,64.0,0.001,no,12.0,bce,"(60, 30, 15)",0.8208690759137302
15.0,64.0,0.001,no,12.0,wbce,"(20, 10, 5)",0.8509603353223257
15.0,64.0,0.001,no,12.0,wbce,"(40, 20, 10)",0.8336307329952181
15.0,64.0,0.001,no,12.0,wbce,"(60, 30, 15)",0.8332833258575477
15.0,64.0,0.0001,yes,6.0,bce,"(20, 10, 5)",0.6637211576530545
15.0,64.0,0.0001,yes,6.0,bce,"(40, 20, 10)",0.776348504134202
15.0,64.0,0.0001,yes,6.0,bce,"(60, 30, 15)",0.7968748430453734
15.0,64.0,0.0001,yes,6.0,wbce,"(20, 10, 5)",0.6520798853555139
15.0,64.0,0.0001,yes,6.0,wbce,"(40, 20, 10)",0.7506737973921026
15.0,64.0,0.0001,yes,6.0,wbce,"(60, 30, 15)",0.7579067884235867
15.0,64.0,0.0001,yes,9.0,bce,"(20, 10, 5)",0.7374091103669996
15.0,64.0,0.0001,yes,9.0,bce,"(40, 20, 10)",0.7810200559064926
15.0,64.0,0.0001,yes,9.0,bce,"(60, 30, 15)",0.8022774128211309
15.0,64.0,0.0001,yes,9.0,wbce,"(20, 10, 5)",0.6905454505681554
15.0,64.0,0.0001,yes,9.0,wbce,"(40, 20, 10)",0.7441197838213132
15.0,64.0,0.0001,yes,9.0,wbce,"(60, 30, 15)",0.7881739804382925
15.0,64.0,0.0001,yes,12.0,bce,"(20, 10, 5)",0.7516108283760236
15.0,64.0,0.0001,yes,12.0,bce,"(40, 20, 10)",0.8074896205139824
