epochs,batch_size,init_lr,lr_red,model_depth,loss,kernel_size,auc
15.0,32.0,1e-05,no,9.0,wbce,"(20, 10, 5)",0.6419979763603703
15.0,32.0,1e-05,no,9.0,wbce,"(40, 20, 10)",0.6537043912031972
15.0,32.0,1e-05,no,9.0,wbce,"(60, 30, 15)",0.6677731937862661
15.0,32.0,1e-05,no,12.0,bce,"(20, 10, 5)",0.6709720112246131
15.0,32.0,1e-05,no,12.0,bce,"(40, 20, 10)",0.6760068293783821
15.0,32.0,1e-05,no,12.0,bce,"(60, 30, 15)",0.6835140181110191
15.0,32.0,1e-05,no,12.0,wbce,"(20, 10, 5)",0.6623589160825732
15.0,32.0,1e-05,no,12.0,wbce,"(40, 20, 10)",0.6689159263072133
15.0,32.0,1e-05,no,12.0,wbce,"(60, 30, 15)",0.648745572144844
15.0,64.0,0.001,yes,6.0,bce,"(20, 10, 5)",0.6901929485509787
15.0,64.0,0.001,yes,6.0,bce,"(40, 20, 10)",0.7117703278386466
15.0,64.0,0.001,yes,6.0,bce,"(60, 30, 15)",0.7203994400972761
15.0,64.0,0.001,yes,6.0,wbce,"(20, 10, 5)",0.6432736373545418
15.0,64.0,0.001,yes,6.0,wbce,"(40, 20, 10)",0.7042027954099602
15.0,64.0,0.001,yes,6.0,wbce,"(60, 30, 15)",0.6852238106633052
15.0,64.0,0.001,yes,9.0,bce,"(20, 10, 5)",0.706091161958169
15.0,64.0,0.001,yes,9.0,bce,"(40, 20, 10)",0.6967461982786033
15.0,64.0,0.001,yes,9.0,bce,"(60, 30, 15)",0.716901517689858
15.0,64.0,0.001,yes,9.0,wbce,"(20, 10, 5)",0.6625949396245437
15.0,64.0,0.001,yes,9.0,wbce,"(40, 20, 10)",0.6656574473096724
15.0,64.0,0.001,yes,9.0,wbce,"(60, 30, 15)",0.6751882423357616
15.0,64.0,0.001,yes,12.0,bce,"(20, 10, 5)",0.7073797618300924
15.0,64.0,0.001,yes,12.0,bce,"(40, 20, 10)",0.6806245766157225
15.0,64.0,0.001,yes,12.0,bce,"(60, 30, 15)",0.7108384094156882
15.0,64.0,0.001,yes,12.0,wbce,"(20, 10, 5)",0.6568439199759862
15.0,64.0,0.001,yes,12.0,wbce,"(40, 20, 10)",0.6719613021674246
15.0,64.0,0.001,yes,12.0,wbce,"(60, 30, 15)",0.6952091195902824
15.0,64.0,0.001,no,6.0,bce,"(20, 10, 5)",0.7917804906622331
15.0,64.0,0.001,no,6.0,bce,"(40, 20, 10)",0.7691115298632821
15.0,64.0,0.001,no,6.0,bce,"(60, 30, 15)",0.7509647760509875
15.0,64.0,0.001,no,6.0,wbce,"(20, 10, 5)",0.7839632379609766
15.0,64.0,0.001,no,6.0,wbce,"(40, 20, 10)",0.7896384864890056
15.0,64.0,0.001,no,6.0,wbce,"(60, 30, 15)",0.775868564626375
15.0,64.0,0.001,no,9.0,bce,"(20, 10, 5)",0.7692688677215028
15.0,64.0,0.001,no,9.0,bce,"(40, 20, 10)",0.7648493229799159
15.0,64.0,0.001,no,9.0,bce,"(60, 30, 15)",0.7463004305198225
15.0,64.0,0.001,no,9.0,wbce,"(20, 10, 5)",0.775787639585832
15.0,64.0,0.001,no,9.0,wbce,"(40, 20, 10)",0.7531658445897776
15.0,64.0,0.001,no,9.0,wbce,"(60, 30, 15)",0.7558397838270569
15.0,64.0,0.001,no,12.0,bce,"(20, 10, 5)",0.7689089825009168
15.0,64.0,0.001,no,12.0,bce,"(40, 20, 10)",0.7601425414178559
15.0,64.0,0.001,no,12.0,bce,"(60, 30, 15)",0.7066350860084626
15.0,64.0,0.001,no,12.0,wbce,"(20, 10, 5)",0.7847153656042455
